11 6
175.03	175.39	174.09	174.54	27393660	175.42
174.88	177.2	174.86	176.42	29385650	175.39
173.63	174.17	172.46	173.97	40122100	177.2
172.4	173.13	171.65	172.22	20442740	174.17
172.5	173.54	172	172.27	23402510	173.13
172.15	172.39	171.461	171.7	19088170	173.54
169.2	172.89	168.79	172.67	34260890	172.39
170.49	171	168.82	169.37	23285760	172.89
169.03	170.44	168.91	169.32	25656110	171
167.5	170.2047	166.46	169.01	28397810	170.44
169.06	171.52	168.4	169.64	27315530	170.2047
